UNITID,XBAREVCT,BAREVCT,XBAEXCLU,BAEXCLU,XBAAC150,BAAC150,XBANC100,BANC100,XBAGR100,BAGR100,XBANC150,BANC150,XBAGR150,BAGR150,XBAAEXCL,BAAEXCL,XBAAC200,BAAC200,XBANC20A,BANC200A,XBASTEND,BASTEND,XBANC200,BANC200,XBAGR200,BAGR200,XL4REVCT,L4REVCT,XL4EXCLU,L4EXCLU,XL4AC150,L4AC150,XL4NC100,L4NC100,XL4GR100,L4GR100,XL4NC150,L4NC150,XL4GR150,L4GR150,XL4AEXCL,L4AEXCL,XL4AC200,L4AC200,XL4NC20A,L4NC200A,XL4STEND,L4STEND,XL4NC200,L4NC200,XL4GR200,L4GR200 
218645,"R",587,"R",0,"R",587,"R",134,"R",23,"R",249,"R",42,"Z",0,"R",587,"R",14,"R",7,"R",263,"R",45,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
218654,"R",394,"R",0,"R",394,"R",42,"R",11,"R",93,"R",24,"Z",0,"R",394,"R",5,"R",6,"R",98,"R",25,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
218663,"R",4421,"R",0,"R",4421,"R",2400,"R",54,"R",3237,"R",73,"R",0,"R",4421,"R",62,"R",18,"R",3299,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
218672,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",312,"R",0,"R",312,"R",49,"R",16,"R",71,"R",23,"Z",0,"R",312,"R",8,"R",10,"R",79,"R",25
218681,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",233,"R",0,"R",233,"R",42,"R",18,"R",52,"R",22,"Z",0,"R",233,"R",4,"R",3,"R",56,"R",24
218690,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",201,"R",0,"R",201,"R",42,"R",21,"R",52,"R",26,"Z",0,"R",201,"R",1,"R",5,"R",53,"R",26
218706,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",131,"R",0,"R",131,"R",12,"R",9,"R",17,"R",13,"Z",0,"R",131,"R",1,"R",2,"R",18,"R",14
218724,"R",1999,"R",3,"R",1996,"R",530,"R",27,"R",832,"R",42,"R",0,"R",1996,"R",29,"R",5,"R",861,"R",43,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
218733,"R",817,"R",1,"R",816,"R",156,"R",19,"R",314,"R",38,"R",4,"R",812,"R",20,"R",6,"R",334,"R",41,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
218742,"R",838,"R",0,"R",838,"R",200,"R",24,"R",351,"R",42,"Z",0,"R",838,"R",17,"R",11,"R",368,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
218821,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",464,"R",6,"R",458,"R",205,"R",45,"R",220,"R",48,"R",0,"R",458,"R",2,"R",0,"R",222,"R",48
218830,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",873,"R",0,"R",873,"R",84,"R",10,"R",153,"R",18,"R",0,"R",873,"R",39,"R",65,"R",192,"R",22
218858,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",402,"R",0,"R",402,"R",49,"R",12,"R",75,"R",19,"Z",0,"R",402,"R",21,"R",32,"R",96,"R",24
218867,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",17,"R",0,"R",17,"R",3,"R",18,"R",9,"R",53,"Z",0,"R",17,"R",0,"Z",0,"R",9,"R",53
218885,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1857,"R",0,"R",1857,"R",107,"R",6,"R",235,"R",13,"R",0,"R",1857,"R",76,"R",81,"R",311,"R",17
218894,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1520,"R",2,"R",1518,"R",95,"R",6,"R",239,"R",16,"R",0,"R",1518,"R",92,"R",129,"R",331,"R",22
218919,"R",239,"R",0,"R",239,"R",39,"R",16,"R",62,"R",26,"R",0,"R",239,"R",1,"R",63,"R",63,"R",26,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
218955,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",49,"R",0,"R",49,"R",1,"R",2,"R",3,"R",6,"R",0,"R",49,"R",6,"R",1,"R",9,"R",18
218964,"R",959,"R",0,"R",959,"R",387,"R",40,"R",558,"R",58,"R",0,"R",959,"R",10,"R",6,"R",568,"R",59,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
218973,"R",431,"R",2,"R",429,"R",334,"R",78,"R",343,"R",80,"R",0,"R",429,"R",3,"R",0,"R",346,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
218991,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",765,"R",0,"R",765,"R",43,"R",6,"R",96,"R",13,"R",0,"R",765,"R",51,"R",58,"R",147,"R",19
219000,"R",418,"R",0,"R",418,"R",226,"R",54,"R",295,"R",71,"R",0,"R",418,"R",2,"R",0,"R",297,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
219037,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",74,"R",0,"R",74,"R",14,"R",19,"R",41,"R",55,"R",0,"R",74,"R",6,"R",0,"R",47,"R",64
219046,"R",669,"R",1,"R",668,"R",105,"R",16,"R",234,"R",35,"R",0,"R",668,"R",11,"R",12,"R",245,"R",37,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
219082,"R",302,"R",0,"R",302,"R",62,"R",21,"R",113,"R",37,"R",1,"R",301,"R",3,"R",2,"R",116,"R",39,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
219091,"R",154,"R",0,"R",154,"R",47,"R",31,"R",73,"R",47,"Z",0,"R",154,"R",0,"Z",0,"R",73,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
219125,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",40,"R",0,"R",40,"R",10,"R",25,"R",28,"R",70,"Z",0,"R",40,"R",1,"Z",0,"R",29,"R",73
219143,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",651,"R",2,"R",649,"R",415,"R",64,"R",465,"R",72,"R",0,"R",649,"R",33,"R",5,"R",498,"R",77
219189,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",348,"R",0,"R",348,"R",220,"R",63,"R",238,"R",68,"R",0,"R",348,"R",0,"R",4,"R",238,"R",68
219198,"R",120,"R",0,"R",120,"R",46,"R",38,"R",54,"R",45,"R",0,"R",120,"R",1,"R",0,"R",55,"R",46,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
219204,"R",30,"R",0,"R",30,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",30,"R",0,"Z",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
219213,"R",15,"R",0,"R",15,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",15,"R",0,"Z",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
219259,"R",334,"R",1,"R",333,"R",83,"R",25,"R",165,"R",50,"R",0,"R",333,"R",7,"R",2,"R",172,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
219277,"R",68,"R",0,"R",68,"R",4,"R",6,"R",5,"R",7,"R",0,"R",68,"R",3,"R",7,"R",8,"R",12,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
219295,"R",43,"R",0,"R",43,"R",16,"R",37,"R",19,"R",44,"Z",0,"R",43,"R",0,"Z",0,"R",19,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
219347,"R",424,"R",0,"R",424,"R",58,"R",14,"R",197,"R",46,"Z",0,"R",424,"R",21,"R",4,"R",218,"R",51,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
219356,"R",2111,"R",1,"R",2110,"R",613,"R",29,"R",1129,"R",54,"R",1,"R",2109,"R",39,"Z",0,"R",1168,"R",55,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
219374,"R",17,"R",0,"R",17,"R",0,"R",0,"R",1,"R",6,"R",0,"R",17,"R",0,"R",2,"R",1,"R",6,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
219383,"R",197,"R",0,"R",197,"R",80,"R",41,"R",103,"R",52,"Z",0,"R",197,"R",0,"Z",0,"R",103,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
219408,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",24,"R",0,"R",24,"R",2,"R",8,"R",2,"R",8,"R",0,"R",24,"R",1,"R",2,"R",3,"R",13
219426,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",395,"R",3,"R",392,"R",134,"R",34,"R",181,"R",46,"R",0,"R",392,"R",18,"R",5,"R",199,"R",51
219453,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",54,"R",0,"R",54,"R",29,"R",54,"R",43,"R",80,"Z",0,"R",54,"R",0,"Z",0,"R",43,"R",80
219471,"R",933,"R",0,"R",933,"R",313,"R",34,"R",508,"R",54,"R",0,"R",933,"R",13,"R",9,"R",521,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
219480,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",141,"R",1,"R",140,"R",36,"R",26,"R",43,"R",31,"Z",0,"R",140,"R",0,"Z",0,"R",43,"R",31
219505,"R",14,"R",0,"R",14,"R",1,"R",7,"R",3,"R",21,"R",0,"R",14,"R",2,"R",1,"R",5,"R",36,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
219587,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",39,"R",0,"R",39,"R",34,"R",87,"R",37,"R",95,"Z",0,"R",39,"R",0,"Z",0,"R",37,"R",95
219596,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",147,"R",0,"R",147,"R",108,"R",73,"R",108,"R",73,"Z",0,"R",147,"R",0,"Z",0,"R",108,"R",73
219602,"R",1440,"R",0,"R",1440,"R",252,"R",18,"R",538,"R",37,"R",0,"R",1440,"R",39,"R",21,"R",577,"R",40,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
219639,"R",53,"R",0,"R",53,"R",26,"R",49,"R",37,"R",70,"R",0,"R",53,"R",1,"R",0,"R",38,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
219709,"R",1013,"R",0,"R",1013,"R",597,"R",59,"R",708,"R",70,"R",0,"R",1013,"R",3,"R",3,"R",711,"R",70,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
219718,"R",377,"R",0,"R",377,"R",51,"R",14,"R",133,"R",35,"R",0,"R",377,"R",2,"R",0,"R",135,"R",36,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
219790,"R",232,"R",0,"R",232,"R",121,"R",52,"R",134,"R",58,"R",0,"R",232,"R",0,"R",1,"R",134,"R",58,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
219806,"R",429,"R",0,"R",429,"R",179,"R",42,"R",212,"R",49,"Z",0,"R",429,"R",0,"Z",0,"R",212,"R",49,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
219824,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1058,"R",0,"R",1058,"R",66,"R",6,"R",173,"R",16,"R",0,"R",1058,"R",52,"R",70,"R",225,"R",21
219833,"R",287,"R",0,"R",287,"R",90,"R",31,"R",147,"R",51,"R",0,"R",287,"R",3,"R",1,"R",150,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
219851,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6,"R",0,"R",6,"R",4,"R",67,"R",4,"R",67,"R",0,"R",6,"R",0,"R",0,"R",4,"R",67
219879,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",684,"R",0,"R",684,"R",72,"R",11,"R",133,"R",19,"Z",0,"R",684,"R",34,"R",33,"R",167,"R",24
219888,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",707,"R",0,"R",707,"R",97,"R",14,"R",200,"R",28,"Z",0,"R",707,"R",31,"R",24,"R",231,"R",33
219903,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1267,"R",0,"R",1267,"R",721,"R",57,"R",865,"R",68,"R",0,"R",1267,"R",5,"R",0,"R",870,"R",69
219921,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",80,"R",0,"R",80,"R",41,"R",51,"R",50,"R",63,"Z",0,"R",80,"R",0,"Z",0,"R",50,"R",63
219949,"R",163,"R",0,"R",163,"R",56,"R",34,"R",89,"R",55,"R",0,"R",163,"R",3,"R",0,"R",92,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
219976,"R",668,"R",2,"R",666,"R",317,"R",48,"R",383,"R",58,"R",0,"R",666,"R",5,"R",2,"R",388,"R",58,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
219994,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",225,"R",2,"R",223,"R",146,"R",65,"R",170,"R",76,"Z",0,"R",223,"R",0,"Z",0,"R",170,"R",76
220002,"R",5,"R",0,"R",5,"R",1,"R",20,"R",1,"R",20,"Z",0,"R",5,"R",0,"Z",0,"R",1,"R",20,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220057,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",390,"R",0,"R",390,"R",68,"R",17,"R",68,"R",17,"R",0,"R",390,"R",21,"R",25,"R",89,"R",23
220075,"R",2052,"R",0,"R",2052,"R",406,"R",20,"R",815,"R",40,"R",6,"R",2046,"R",77,"R",22,"R",892,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220118,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",82,"R",0,"R",82,"R",26,"R",32,"R",50,"R",61,"Z",0,"R",82,"R",0,"Z",0,"R",50,"R",61
220127,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",562,"R",0,"R",562,"R",389,"R",69,"R",389,"R",69,"Z",0,"R",562,"R",1,"R",0,"R",390,"R",69
220163,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",17,"R",0,"R",17,"R",4,"R",24,"R",15,"R",88,"Z",0,"R",17,"R",0,"Z",0,"R",15,"R",88
220181,"R",163,"R",0,"R",163,"R",59,"R",36,"R",72,"R",44,"R",0,"R",163,"R",2,"R",0,"R",74,"R",45,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220206,"R",42,"R",0,"R",42,"R",10,"R",24,"R",14,"R",33,"R",0,"R",42,"R",1,"R",0,"R",15,"R",36,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220215,"R",370,"R",0,"R",370,"R",164,"R",44,"R",212,"R",57,"R",0,"R",370,"R",4,"R",0,"R",216,"R",58,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220251,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",158,"R",0,"R",158,"R",126,"R",80,"R",129,"R",82,"Z",0,"R",158,"R",0,"Z",0,"R",129,"R",82
220279,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",281,"R",0,"R",281,"R",152,"R",54,"R",161,"R",57,"R",0,"R",281,"R",2,"R",0,"R",163,"R",58
220312,"R",41,"R",0,"R",41,"R",2,"R",5,"R",3,"R",7,"R",0,"R",41,"R",1,"R",0,"R",4,"R",10,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220321,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",147,"R",0,"R",147,"R",114,"R",78,"R",119,"R",81,"R",0,"R",147,"R",0,"R",0,"R",119,"R",81
220394,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",85,"R",0,"R",85,"R",59,"R",69,"R",70,"R",82,"Z",0,"R",85,"R",3,"R",1,"R",73,"R",86
220400,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",780,"R",0,"R",780,"R",61,"R",8,"R",124,"R",16,"R",0,"R",780,"R",47,"R",38,"R",171,"R",22
220464,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12,"R",0,"R",12,"R",4,"R",33,"R",7,"R",58,"R",0,"R",12,"R",1,"R",1,"R",8,"R",67
220473,"R",157,"R",0,"R",157,"R",84,"R",54,"R",88,"R",56,"R",0,"R",157,"R",1,"R",0,"R",89,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220491,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",23,"R",0,"R",23,"R",0,"R",0,"R",20,"R",87,"Z",0,"R",23,"R",0,"Z",0,"R",20,"R",87
220516,"R",227,"R",0,"R",227,"R",57,"R",25,"R",102,"R",45,"R",0,"R",227,"R",3,"R",1,"R",105,"R",46,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220552,"R",189,"R",0,"R",189,"R",57,"R",30,"R",57,"R",30,"R",0,"R",189,"R",1,"R",0,"R",58,"R",31,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220598,"R",696,"R",0,"R",696,"R",95,"R",14,"R",136,"R",20,"R",0,"R",696,"R",10,"R",2,"R",146,"R",21,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220604,"R",186,"R",0,"R",186,"R",5,"R",3,"R",26,"R",14,"R",0,"R",186,"R",1,"R",6,"R",27,"R",15,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220613,"R",853,"R",2,"R",851,"R",288,"R",34,"R",427,"R",50,"R",0,"R",851,"R",7,"R",6,"R",434,"R",51,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220631,"R",266,"R",0,"R",266,"R",115,"R",43,"R",159,"R",60,"Z",0,"R",266,"R",0,"Z",0,"R",159,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220640,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",138,"R",0,"R",138,"R",100,"R",72,"R",104,"R",75,"Z",0,"R",138,"R",1,"Z",0,"R",105,"R",76
220701,"R",257,"R",0,"R",257,"R",48,"R",19,"R",77,"R",30,"Z",0,"R",257,"R",1,"Z",0,"R",78,"R",30,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220710,"R",277,"R",0,"R",277,"R",129,"R",47,"R",151,"R",55,"Z",0,"R",277,"R",0,"Z",0,"R",151,"R",55,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220756,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",106,"R",0,"R",106,"R",76,"R",72,"R",77,"R",73,"Z",0,"R",106,"R",0,"Z",0,"R",77,"R",73
220765,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",320,"R",0,"R",320,"R",150,"R",47,"R",195,"R",61,"Z",0,"R",320,"R",0,"Z",0,"R",195,"R",61
220808,"R",75,"R",0,"R",75,"R",27,"R",36,"R",43,"R",57,"Z",0,"R",75,"R",0,"Z",0,"R",43,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220853,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",631,"R",2,"R",629,"R",355,"R",56,"R",424,"R",67,"R",1,"R",628,"R",11,"R",0,"R",435,"R",69
220862,"R",2388,"R",0,"R",2388,"R",415,"R",17,"R",999,"R",42,"R",6,"R",2382,"R",125,"R",98,"R",1124,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
220978,"R",3793,"R",0,"R",3793,"R",682,"R",18,"R",1614,"R",43,"Z",0,"R",3793,"R",131,"R",75,"R",1745,"R",46,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
221050,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",202,"R",10,"R",192,"R",134,"R",70,"R",134,"R",70,"Z",0,"R",192,"R",0,"Z",0,"R",134,"R",70
221096,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",870,"R",0,"R",870,"R",167,"R",19,"R",296,"R",34,"R",0,"R",870,"R",55,"R",34,"R",351,"R",40
221102,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",156,"R",0,"R",156,"R",115,"R",74,"R",122,"R",78,"R",1,"R",155,"R",1,"R",0,"R",123,"R",79
221148,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",490,"R",0,"R",490,"R",189,"R",39,"R",286,"R",58,"R",0,"R",490,"R",2,"R",0,"R",288,"R",59
221157,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",133,"R",0,"R",133,"R",83,"R",62,"R",83,"R",62,"Z",0,"R",133,"R",0,"Z",0,"R",83,"R",62
221184,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1043,"R",0,"R",1043,"R",97,"R",9,"R",190,"R",18,"Z",0,"R",1043,"R",41,"R",39,"R",231,"R",22
221236,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",171,"R",1,"R",170,"R",133,"R",78,"R",133,"R",78,"R",0,"R",170,"R",12,"R",0,"R",145,"R",85
221281,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",179,"R",0,"R",179,"R",135,"R",75,"R",140,"R",78,"R",0,"R",179,"R",2,"R",0,"R",142,"R",79
221333,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",113,"R",0,"R",113,"R",77,"R",68,"R",84,"R",74,"R",0,"R",113,"R",0,"R",0,"R",84,"R",74
221351,"R",501,"R",1,"R",500,"R",382,"R",76,"R",396,"R",79,"R",0,"R",500,"R",3,"R",0,"R",399,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
221388,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",57,"R",0,"R",57,"R",35,"R",61,"R",38,"R",67,"R",0,"R",57,"R",2,"R",0,"R",40,"R",70
221397,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",824,"R",0,"R",824,"R",153,"R",19,"R",246,"R",30,"R",0,"R",824,"R",47,"R",35,"R",293,"R",36
221430,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",151,"R",2,"R",149,"R",104,"R",70,"R",139,"R",93,"R",0,"R",149,"R",6,"R",0,"R",145,"R",97
221485,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1362,"R",0,"R",1362,"R",63,"R",5,"R",139,"R",10,"R",0,"R",1362,"R",51,"R",85,"R",190,"R",14
221494,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",390,"R",0,"R",390,"R",118,"R",30,"R",131,"R",34,"R",0,"R",390,"R",10,"R",0,"R",141,"R",36
221519,"R",401,"R",0,"R",401,"R",317,"R",79,"R",328,"R",82,"R",0,"R",401,"R",2,"R",0,"R",330,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
