UNITID,XUGPO9_N,UGPO9_N,XUGPO9_T,UGPO9_T,XUGPO9_A,UGPO9_A,XGPO9_N,GPO9_N,XGPO9_T,GPO9_T,XGPO9_A,GPO9_A,XPO9_N,PO9_N,XPO9_T,PO9_T,XPO9_A,PO9_A,XUGDOD_N,UGDOD_N,XUGDOD_T,UGDOD_T,XUGDOD_A,UGDOD_A,XGDOD_N,GDOD_N,XGDOD_T,GDOD_T,XGDOD_A,GDOD_A,XDOD_N,DOD_N,XDOD_T,DOD_T,XDOD_A,DOD_A   
210669,"R",18,"R",485980,"R",26999,"A",,"A",,"A",,"R",18,"R",485980,"R",26999,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
210711,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
210739,"R",60,"R",686231,"R",11437,"R",25,"R",194844,"R",7794,"R",85,"R",881075,"R",10366,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
210748,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
210775,"R",53,"R",1067298,"R",20138,"R",12,"R",112770,"R",9398,"R",65,"R",1180068,"R",18155,"R",0,"R",0,"A",,"R",1,"R",2250,"R",2250,"R",1,"R",2250,"R",2250
210784,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
210809,"R",23,"R",24617,"R",1070,"R",4,"R",29075,"R",7269,"R",27,"R",53692,"R",1989,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
210960,"R",20,"R",249671,"R",12484,"A",,"A",,"A",,"R",20,"R",249671,"R",12484,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
211006,"R",18,"R",213542,"R",11863,"A",,"A",,"A",,"R",18,"R",213542,"R",11863,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
211024,"R",6,"R",61790,"R",10298,"R",13,"R",53471,"R",4113,"R",19,"R",115261,"R",6066,"R",1,"R",750,"R",750,"R",2,"R",8250,"R",4125,"R",3,"R",9000,"R",3000
211079,"R",50,"R",183444,"R",3669,"A",,"A",,"A",,"R",50,"R",183444,"R",3669,"R",4,"R",9237,"R",2309,"A",,"A",,"A",,"R",4,"R",9237,"R",2309
211088,"R",28,"R",572870,"R",20460,"R",18,"R",171807,"R",9545,"R",46,"R",744677,"R",16189,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
211130,"A",,"A",,"A",,"R",6,"R",46359,"R",7727,"R",6,"R",46359,"R",7727,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
211149,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
211158,"R",104,"R",876496,"R",8428,"R",5,"R",45124,"R",9025,"R",109,"R",921620,"R",8455,"R",3,"R",9044,"R",3015,"R",1,"R",750,"R",750,"R",4,"R",9794,"R",2449
211273,"R",10,"R",88284,"R",8828,"R",0,"R",0,"A",,"R",10,"R",88284,"R",8828,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
211291,"R",13,"R",497670,"R",38282,"R",0,"R",0,"A",,"R",13,"R",497670,"R",38282,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
211307,"R",255,"R",545282,"R",2138,"A",,"A",,"A",,"R",255,"R",545282,"R",2138,"R",10,"R",14035,"R",1404,"A",,"A",,"A",,"R",10,"R",14035,"R",1404
211316,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
211334,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
211343,"R",80,"R",205660,"R",2571,"A",,"A",,"A",,"R",80,"R",205660,"R",2571,"R",3,"R",4355,"R",1452,"A",,"A",,"A",,"R",3,"R",4355,"R",1452
211352,"R",6,"R",103645,"R",17274,"R",2,"R",26512,"R",13256,"R",8,"R",130157,"R",16270,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
211361,"R",167,"R",1143925,"R",6850,"R",89,"R",611467,"R",6870,"R",256,"R",1755392,"R",6857,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
211431,"R",11,"R",217096,"R",19736,"R",8,"R",110266,"R",13783,"R",19,"R",327362,"R",17230,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
211440,"R",23,"R",556358,"R",24189,"R",26,"R",452968,"R",17422,"R",49,"R",1009326,"R",20598,"R",0,"R",0,"A",,"R",3,"R",3000,"R",1000,"R",3,"R",3000,"R",1000
211468,"R",29,"R",414744,"R",14302,"R",3,"R",45501,"R",15167,"R",32,"R",460245,"R",14383,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
211477,"R",78,"R",852388,"R",10928,"R",2,"R",16301,"R",8151,"R",80,"R",868689,"R",10859,"R",2,"R",8000,"R",4000,"R",0,"R",0,"A",,"R",2,"R",8000,"R",4000
211556,"R",17,"R",388683,"R",22864,"R",16,"R",269571,"R",16848,"R",33,"R",658254,"R",19947,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
211583,"R",15,"R",195390,"R",13026,"R",4,"R",24873,"R",6218,"R",19,"R",220263,"R",11593,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
211608,"R",4,"R",69910,"R",17478,"A",,"A",,"A",,"R",4,"R",69910,"R",17478,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
211635,"R",2,"R",24338,"R",12169,"A",,"A",,"A",,"R",2,"R",24338,"R",12169,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
211644,"R",68,"R",527553,"R",7758,"R",16,"R",103605,"R",6475,"R",84,"R",631158,"R",7514,"R",10,"R",36587,"R",3659,"R",2,"R",3000,"R",1500,"R",12,"R",39587,"R",3299
211802,"R",4,"R",38873,"R",9718,"A",,"A",,"A",,"R",4,"R",38873,"R",9718,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
211893,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
211909,"R",10,"R",78980,"R",7898,"A",,"A",,"A",,"R",10,"R",78980,"R",7898,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
211927,"R",186,"R",563442,"R",3029,"A",,"A",,"A",,"R",186,"R",563442,"R",3029,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
211981,"R",47,"R",723195,"R",15387,"R",9,"R",75526,"R",8392,"R",56,"R",798721,"R",14263,"R",6,"R",12750,"R",2125,"R",14,"R",21750,"R",1554,"R",20,"R",34500,"R",1725
212009,"R",16,"R",351704,"R",21982,"A",,"A",,"A",,"R",16,"R",351704,"R",21982,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
212018,"A",,"A",,"A",,"R",6,"R",94241,"R",15707,"R",6,"R",94241,"R",15707,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
212045,"R",10,"R",128388,"R",12839,"A",,"A",,"A",,"R",10,"R",128388,"R",12839,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
212054,"R",357,"R",9928920,"R",27812,"R",201,"R",2926744,"R",14561,"R",558,"R",12855664,"R",23039,"R",11,"R",21174,"R",1925,"R",11,"R",19393,"R",1763,"R",22,"R",40567,"R",1844
212106,"R",85,"R",1794797,"R",21115,"R",53,"R",661703,"R",12485,"R",138,"R",2456500,"R",17801,"R",2,"R",8250,"R",4125,"R",9,"R",12000,"R",1333,"R",11,"R",20250,"R",1841
212115,"R",78,"R",624782,"R",8010,"R",4,"R",15882,"R",3971,"R",82,"R",640664,"R",7813,"R",8,"R",30929,"R",3866,"R",0,"R",0,"A",,"R",8,"R",30929,"R",3866
212133,"R",22,"R",239024,"R",10865,"R",17,"R",104468,"R",6145,"R",39,"R",343492,"R",8807,"R",1,"R",1500,"R",1500,"R",2,"R",1500,"R",750,"R",3,"R",3000,"R",1000
212160,"R",85,"R",706100,"R",8307,"R",17,"R",159467,"R",9380,"R",102,"R",865567,"R",8486,"R",3,"R",5396,"R",1799,"R",0,"R",0,"A",,"R",3,"R",5396,"R",1799
212197,"R",14,"R",337522,"R",24109,"R",0,"R",0,"A",,"R",14,"R",337522,"R",24109,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
212230,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
212267,"R",1,"R",17100,"R",17100,"A",,"A",,"A",,"R",1,"R",17100,"R",17100,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
212276,"R",1,"R",8038,"R",8038,"A",,"A",,"A",,"R",1,"R",8038,"R",8038,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
212294,"R",1,"R",17100,"R",17100,"A",,"A",,"A",,"R",1,"R",17100,"R",17100,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
212300,"R",3,"R",38613,"R",12871,"A",,"A",,"A",,"R",3,"R",38613,"R",12871,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
212328,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
212337,"R",2,"R",36784,"R",18392,"A",,"A",,"A",,"R",2,"R",36784,"R",18392,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
212355,"R",1,"R",17100,"R",17100,"A",,"A",,"A",,"R",1,"R",17100,"R",17100,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
212373,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
212382,"R",1,"R",17100,"R",17100,"A",,"A",,"A",,"R",1,"R",17100,"R",17100,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
212391,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
212434,"R",33,"R",353475,"R",10711,"A",,"A",,"A",,"R",33,"R",353475,"R",10711,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
212443,"A",,"A",,"A",,"R",9,"R",68714,"R",7635,"R",9,"R",68714,"R",7635,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
212452,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
212568,"R",1,"R",5630,"R",5630,"A",,"A",,"A",,"R",1,"R",5630,"R",5630,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
212577,"R",5,"R",108825,"R",21765,"A",,"A",,"A",,"R",5,"R",108825,"R",21765,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
212601,"R",35,"R",666275,"R",19036,"R",11,"R",150501,"R",13682,"R",46,"R",816776,"R",17756,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
212656,"R",16,"R",200170,"R",12511,"R",3,"R",22847,"R",7616,"R",19,"R",223017,"R",11738,"R",1,"R",4498,"R",4498,"R",0,"R",0,"A",,"R",1,"R",4498,"R",4498
212674,"R",16,"R",424474,"R",26530,"A",,"A",,"A",,"R",16,"R",424474,"R",26530,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
212753,"R",1,"R",17100,"R",17100,"A",,"A",,"A",,"R",1,"R",17100,"R",17100,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
212771,"R",0,"R",0,"A",,"R",7,"R",38862,"R",5552,"R",7,"R",38862,"R",5552,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
212805,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
212832,"R",35,"R",629191,"R",17977,"R",11,"R",84665,"R",7697,"R",46,"R",713856,"R",15519,"R",2,"R",4500,"R",2250,"R",1,"R",750,"R",750,"R",3,"R",5250,"R",1750
212869,"R",15,"R",220852,"R",14723,"A",,"A",,"A",,"R",15,"R",220852,"R",14723,"R",1,"R",4500,"R",4500,"A",,"A",,"A",,"R",1,"R",4500,"R",4500
212878,"R",458,"R",1618415,"R",3534,"A",,"A",,"A",,"R",458,"R",1618415,"R",3534,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
212911,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
212975,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
212984,"R",28,"R",402251,"R",14366,"R",11,"R",88302,"R",8027,"R",39,"R",490553,"R",12578,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
212993,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
213011,"R",4,"R",61759,"R",15440,"R",1,"R",780,"R",780,"R",5,"R",62539,"R",12508,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
213020,"R",161,"R",1194817,"R",7421,"R",22,"R",154502,"R",7023,"R",183,"R",1349319,"R",7373,"R",11,"R",37750,"R",3432,"R",0,"R",0,"A",,"R",11,"R",37750,"R",3432
213163,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
213181,"R",8,"R",55860,"R",6983,"A",,"A",,"A",,"R",8,"R",55860,"R",6983,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
213215,"R",1,"R",5872,"R",5872,"A",,"A",,"A",,"R",1,"R",5872,"R",5872,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
213233,"R",19,"R",292907,"R",15416,"A",,"A",,"A",,"R",19,"R",292907,"R",15416,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
213251,"R",9,"R",137536,"R",15282,"R",0,"R",0,"A",,"R",9,"R",137536,"R",15282,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
213303,"R",15,"R",167414,"R",11161,"R",1,"R",5850,"R",5850,"R",16,"R",173264,"R",10829,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
213321,"R",18,"R",369178,"R",20510,"R",0,"R",0,"A",,"R",18,"R",369178,"R",20510,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
213330,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
213349,"R",74,"R",575130,"R",7772,"R",4,"R",26892,"R",6723,"R",78,"R",602022,"R",7718,"R",10,"R",31311,"R",3131,"R",0,"R",0,"A",,"R",10,"R",31311,"R",3131
213358,"R",35,"R",550439,"R",15727,"R",4,"R",38011,"R",9503,"R",39,"R",588450,"R",15088,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
213367,"R",19,"R",323692,"R",17036,"R",16,"R",126555,"R",7910,"R",35,"R",450247,"R",12864,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
213376,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
213385,"R",9,"R",164923,"R",18325,"A",,"A",,"A",,"R",9,"R",164923,"R",18325,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
213400,"R",41,"R",397288,"R",9690,"R",27,"R",207332,"R",7679,"R",68,"R",604620,"R",8891,"R",2,"R",3750,"R",1875,"R",0,"R",0,"A",,"R",2,"R",3750,"R",1875
213446,"A",,"A",,"A",,"R",1,"R",19306,"R",19306,"R",1,"R",19306,"R",19306,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
213455,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
213473,"R",3,"R",27300,"R",9100,"A",,"A",,"A",,"R",3,"R",27300,"R",9100,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
213491,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
213507,"R",18,"R",353245,"R",19625,"R",6,"R",43686,"R",7281,"R",24,"R",396931,"R",16539,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
213525,"R",107,"R",303841,"R",2840,"A",,"A",,"A",,"R",107,"R",303841,"R",2840,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
213534,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
213543,"R",10,"R",104447,"R",10445,"R",3,"R",6000,"R",2000,"R",13,"R",110447,"R",8496,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
213552,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
213570,"R",11,"R",86894,"R",7899,"A",,"A",,"A",,"R",11,"R",86894,"R",7899,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
213589,"R",24,"R",242308,"R",10096,"A",,"A",,"A",,"R",24,"R",242308,"R",10096,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
213598,"R",11,"R",89093,"R",8099,"R",0,"R",0,"A",,"R",11,"R",89093,"R",8099,"R",3,"R",6750,"R",2250,"R",0,"R",0,"A",,"R",3,"R",6750,"R",2250
213613,"R",61,"R",462778,"R",7587,"R",6,"R",74962,"R",12494,"R",67,"R",537740,"R",8026,"R",4,"R",10492,"R",2623,"R",1,"R",750,"R",750,"R",5,"R",11242,"R",2248
213622,"R",2,"R",25140,"R",12570,"A",,"A",,"A",,"R",2,"R",25140,"R",12570,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
213631,"A",,"A",,"A",,"R",1,"R",8250,"R",8250,"R",1,"R",8250,"R",8250,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
213659,"R",98,"R",330581,"R",3373,"A",,"A",,"A",,"R",98,"R",330581,"R",3373,"R",2,"R",4715,"R",2358,"A",,"A",,"A",,"R",2,"R",4715,"R",2358
213668,"R",5,"R",133718,"R",26744,"A",,"A",,"A",,"R",5,"R",133718,"R",26744,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
213774,"R",7,"R",79759,"R",11394,"R",0,"R",0,"A",,"R",7,"R",79759,"R",11394,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
213783,"R",37,"R",335817,"R",9076,"R",0,"R",0,"A",,"R",37,"R",335817,"R",9076,"R",1,"R",750,"R",750,"R",0,"R",0,"A",,"R",1,"R",750,"R",750
213826,"R",40,"R",849610,"R",21240,"R",18,"R",298182,"R",16566,"R",58,"R",1147792,"R",19790,"R",6,"R",24600,"R",4100,"R",2,"R",7165,"R",3583,"R",8,"R",31765,"R",3971
213914,"R",11,"R",113182,"R",10289,"A",,"A",,"A",,"R",11,"R",113182,"R",10289,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
213932,"R",1,"R",14059,"R",14059,"A",,"A",,"A",,"R",1,"R",14059,"R",14059,"R",1,"R",4500,"R",4500,"A",,"A",,"A",,"R",1,"R",4500,"R",4500
213987,"R",44,"R",907728,"R",20630,"R",13,"R",124554,"R",9581,"R",57,"R",1032282,"R",18110,"R",0,"R",0,"A",,"R",1,"R",1500,"R",1500,"R",1,"R",1500,"R",1500
213996,"R",41,"R",874567,"R",21331,"R",17,"R",131028,"R",7708,"R",58,"R",1005595,"R",17338,"R",0,"R",0,"A",,"R",1,"R",750,"R",750,"R",1,"R",750,"R",750
214023,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
214041,"R",102,"R",914704,"R",8968,"R",7,"R",41413,"R",5916,"R",109,"R",956117,"R",8772,"R",6,"R",16500,"R",2750,"R",3,"R",6000,"R",2000,"R",9,"R",22500,"R",2500
214069,"R",16,"R",306172,"R",19136,"R",0,"R",0,"A",,"R",16,"R",306172,"R",19136,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
214111,"R",405,"R",820204,"R",2025,"A",,"A",,"A",,"R",405,"R",820204,"R",2025,"R",5,"R",5283,"R",1057,"A",,"A",,"A",,"R",5,"R",5283,"R",1057
214148,"R",9,"R",223643,"R",24849,"R",0,"R",0,"A",,"R",9,"R",223643,"R",24849,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
214157,"R",16,"R",380374,"R",23773,"R",5,"R",9830,"R",1966,"R",21,"R",390204,"R",18581,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
214166,"R",25,"R",490736,"R",19629,"R",1,"R",145,"R",145,"R",26,"R",490881,"R",18880,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
214175,"R",22,"R",315185,"R",14327,"A",,"A",,"A",,"R",22,"R",315185,"R",14327,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
214272,"R",18,"R",209752,"R",11653,"R",4,"R",55143,"R",13786,"R",22,"R",264895,"R",12041,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
214290,"R",82,"R",714464,"R",8713,"A",,"A",,"A",,"R",82,"R",714464,"R",8713,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
214379,"R",200,"R",545592,"R",2728,"A",,"A",,"A",,"R",200,"R",545592,"R",2728,"R",16,"R",16096,"R",1006,"A",,"A",,"A",,"R",16,"R",16096,"R",1006
214476,"R",1,"R",11200,"R",11200,"A",,"A",,"A",,"R",1,"R",11200,"R",11200,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
214528,"R",31,"R",428522,"R",13823,"A",,"A",,"A",,"R",31,"R",428522,"R",13823,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
214564,"A",,"A",,"A",,"R",2,"R",11112,"R",5556,"R",2,"R",11112,"R",5556,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
214582,"R",12,"R",109845,"R",9154,"A",,"A",,"A",,"R",12,"R",109845,"R",9154,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",
214591,"R",188,"R",1333104,"R",7091,"R",2,"R",6732,"R",3366,"R",190,"R",1339836,"R",7052,"R",3,"R",11750,"R",3917,"R",0,"R",0,"A",,"R",3,"R",11750,"R",3917
214607,"A",,"A",,"A",,"R",24,"R",149422,"R",6226,"R",24,"R",149422,"R",6226,"A",,"A",,"A",,"R",1,"R",3087,"R",3087,"R",1,"R",3087,"R",3087
214616,"A",,"A",,"A",,"R",15,"R",220610,"R",14707,"R",15,"R",220610,"R",14707,"A",,"A",,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
214625,"R",37,"R",255908,"R",6916,"R",0,"R",0,"A",,"R",37,"R",255908,"R",6916,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
214634,"R",19,"R",120040,"R",6318,"R",0,"R",0,"A",,"R",19,"R",120040,"R",6318,"R",2,"R",4250,"R",2125,"R",0,"R",0,"A",,"R",2,"R",4250,"R",2125
214643,"R",23,"R",147939,"R",6432,"R",0,"R",0,"A",,"R",23,"R",147939,"R",6432,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
214652,"R",44,"R",273013,"R",6205,"R",0,"R",0,"A",,"R",44,"R",273013,"R",6205,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
214670,"R",49,"R",333064,"R",6797,"R",0,"R",0,"A",,"R",49,"R",333064,"R",6797,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
214689,"R",148,"R",1078162,"R",7285,"R",0,"R",0,"A",,"R",148,"R",1078162,"R",7285,"R",2,"R",3750,"R",1875,"R",0,"R",0,"A",,"R",2,"R",3750,"R",1875
214698,"R",32,"R",177114,"R",5535,"R",0,"R",0,"A",,"R",32,"R",177114,"R",5535,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
214704,"R",118,"R",874645,"R",7412,"R",0,"R",0,"A",,"R",118,"R",874645,"R",7412,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
214713,"R",320,"R",2401658,"R",7505,"R",40,"R",217403,"R",5435,"R",360,"R",2619061,"R",7275,"R",7,"R",17330,"R",2476,"R",6,"R",16067,"R",2678,"R",13,"R",33397,"R",2569
214731,"R",61,"R",436779,"R",7160,"R",0,"R",0,"A",,"R",61,"R",436779,"R",7160,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
214740,"R",56,"R",375085,"R",6698,"R",0,"R",0,"A",,"R",56,"R",375085,"R",6698,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
214759,"R",36,"R",230673,"R",6408,"R",0,"R",0,"A",,"R",36,"R",230673,"R",6408,"R",0,"R",0,"A",,"R",0,"R",0,"A",,"R",0,"R",0,"A",
214768,"R",39,"R",253071,"R",6489,"R",0,"R",0,"A",,"R",39,"R",253071,"R",6489,"R",1,"R",4000,"R",4000,"R",0,"R",0,"A",,"R",1,"R",4000,"R",4000
214777,"R",1178,"R",10380420,"R",8812,"R",50,"R",717489,"R",14350,"R",1228,"R",11097909,"R",9037,"R",34,"R",117000,"R",3441,"R",7,"R",13739,"R",1963,"R",41,"R",130739,"R",3189
